year,state name,region_1,age,sex_1,race_1,martial status,union type,educ99,occ,ind,wkswork1,uhrswork,incwage
1999,Kansas,Midwest,33,male,White nonhisp,Never mar,NIU,15.0,229,901,52,40,54000.0
1999,California,West,50,male,Other nonhisp,"Married, spouse present",NIU,11.0,243,362,52,40,42940.0
1999,Pennsylvania,Northeast,25,male,White nonhisp,"Married, spouse present",NIU,11.0,804,410,52,40,25000.0
1999,Kentucky,South,57,male,White nonhisp,"Married, spouse present",No union coverage,11.0,22,60,52,45,26000.0
1999,Mississippi,South,62,male,White nonhisp,"Married, spouse present",No union coverage,7.0,176,880,42,50,20000.0
1999,California,West,40,male,White nonhisp,Never mar,No union coverage,15.0,18,712,52,40,25000.0
1999,California,West,40,male,Hispanic,"Married, spouse present",NIU,5.0,637,262,52,40,38000.0
1999,California,West,27,male,Hispanic,"Married, spouse present",NIU,4.0,744,151,52,48,14560.0
1999,Colorado,West,43,male,White nonhisp,"Married, spouse present",NIU,15.0,259,510,52,40,39000.0
1999,Ohio,Midwest,49,male,White nonhisp,Divorced,NIU,16.0,36,831,52,40,56876.0
1999,Virginia,South,46,male,White nonhisp,"Married, spouse present",NIU,10.0,355,412,52,40,38000.0
1999,New York,Northeast,55,male,Other nonhisp,"Married, spouse present",NIU,11.0,804,502,52,75,40000.0
1999,Washington,West,26,male,White nonhisp,"Married, spouse present",No union coverage,16.0,199,850,52,70,19000.0
1999,Louisiana,South,44,male,White nonhisp,"Married, spouse present",NIU,10.0,243,602,52,40,38000.0
1999,California,West,56,male,White nonhisp,"Married, spouse present",NIU,17.0,84,812,52,45,306731.0
1999,Arizona,West,35,male,Hispanic,"Married, spouse present",NIU,5.0,584,60,44,40,25000.0
1999,New Hampshire,Northeast,49,male,White nonhisp,"Married, spouse present",NIU,10.0,889,560,52,40,30000.0
1999,California,West,41,male,Hispanic,"Married, spouse present",NIU,15.0,235,800,52,50,25000.0
1999,California,West,37,male,Hispanic,"Married, spouse present",NIU,8.0,567,762,52,40,19000.0
1999,Wisconsin,Midwest,50,male,White nonhisp,Divorced,No union coverage,18.0,178,901,52,52,41300.0
1999,Wyoming,West,48,male,White nonhisp,Divorced,Member of labor union,14.0,597,60,52,40,41600.0
1999,Tennessee,South,56,male,White nonhisp,"Married, spouse present",NIU,14.0,503,612,52,50,35000.0
1999,Oregon,West,64,male,White nonhisp,"Married, spouse present",NIU,11.0,226,30,52,45,43000.0
1999,Kansas,Midwest,44,male,White nonhisp,"Married, spouse present",No union coverage,15.0,869,60,52,40,18000.0
1999,Oklahoma,South,51,male,White nonhisp,"Married, spouse present",NIU,15.0,17,641,52,50,63000.0
1999,North Carolina,South,27,male,White nonhisp,"Married, spouse present",NIU,15.0,22,60,52,55,50000.0
1999,Georgia,South,42,male,White nonhisp,Divorced,NIU,11.0,21,800,26,20,10500.0
1999,Iowa,Midwest,32,male,White nonhisp,Separated,NIU,13.0,525,732,52,40,35000.0
1999,New Jersey,Northeast,34,male,White nonhisp,Never mar,No union coverage,15.0,73,450,52,40,41600.0
1999,New York,Northeast,42,male,White nonhisp,"Married, spouse present",NIU,15.0,79,930,52,40,30000.0
1999,California,West,34,male,White nonhisp,"Married, spouse present",NIU,15.0,13,702,52,60,175000.0
1999,Oregon,West,33,male,White nonhisp,"Married, spouse present",NIU,16.0,64,892,52,50,40000.0
1999,New York,Northeast,49,male,White nonhisp,"Married, spouse present",No union coverage,14.0,56,272,52,60,44800.0
1999,California,West,46,male,White nonhisp,"Married, spouse present",No union coverage,13.0,277,741,52,40,48000.0
1999,Pennsylvania,Northeast,43,male,White nonhisp,Separated,NIU,15.0,48,192,52,40,60000.0
1999,Ohio,Midwest,39,male,White nonhisp,"Married, spouse present",No union coverage,11.0,704,331,52,60,53300.0
1999,California,West,50,male,Hispanic,"Married, spouse present",No union coverage,13.0,575,250,52,40,35000.0
1999,Georgia,South,27,male,Black nonhisp,Never mar,No union coverage,10.0,744,142,52,40,17680.0
1999,Indiana,Midwest,57,male,White nonhisp,Divorced,No union coverage,11.0,547,591,50,40,20000.0
1999,Vermont,Northeast,61,male,White nonhisp,"Married, spouse present",NIU,5.0,887,160,52,40,39000.0
1999,Michigan,Midwest,40,male,White nonhisp,Never mar,No union coverage,14.0,22,181,52,44,29000.0
1999,Massachusetts,Northeast,35,male,White nonhisp,Never mar,No union coverage,11.0,677,372,52,50,40000.0
1999,Utah,West,25,male,Hispanic,"Married, spouse present",NIU,11.0,154,850,48,20,5000.0
1999,New York,Northeast,44,male,White nonhisp,Divorced,NIU,11.0,23,60,43,40,25000.0
1999,Texas,South,43,male,White nonhisp,"Married, spouse present",NIU,9.0,257,60,52,40,25000.0
1999,Kentucky,South,55,male,White nonhisp,"Married, spouse present",NIU,16.0,156,842,52,50,30000.0
1999,Ohio,Midwest,56,male,White nonhisp,"Married, spouse present",NIU,10.0,364,351,50,40,48818.0
1999,Indiana,Midwest,53,male,White nonhisp,"Married, spouse present",No union coverage,18.0,125,850,39,40,41040.0
1999,Texas,South,38,male,White nonhisp,"Married, spouse present",No union coverage,10.0,453,100,52,60,30000.0
1999,Idaho,West,33,male,White nonhisp,"Married, spouse present",NIU,15.0,25,702,52,45,306731.0
1999,Texas,South,45,male,Hispanic,Divorced,NIU,11.0,877,591,52,40,20000.0
1999,Pennsylvania,Northeast,35,male,White nonhisp,"Married, spouse present",No union coverage,11.0,777,320,52,50,69000.0
1999,Illinois,Midwest,28,male,White nonhisp,Never mar,NIU,10.0,887,612,50,55,29000.0
1999,Hawaii,West,38,male,Other nonhisp,Never mar,NIU,15.0,55,882,52,40,35981.0
1999,Nebraska,Midwest,48,male,White nonhisp,"Married, spouse present",NIU,13.0,479,11,52,45,20000.0
1999,Oregon,West,29,male,Other nonhisp,Never mar,NIU,13.0,795,352,52,40,23000.0
1999,Maryland,South,27,male,White nonhisp,"Married, spouse present",NIU,10.0,364,540,52,36,38000.0
1999,Florida,South,47,male,Black nonhisp,Divorced,NIU,10.0,804,410,52,40,30000.0
1999,North Dakota,Midwest,35,male,White nonhisp,"Married, spouse present",NIU,15.0,156,842,45,40,32150.0
1999,Nebraska,Midwest,32,male,White nonhisp,"Married, spouse present",Member of labor union,15.0,418,910,52,40,24000.0
1999,Florida,South,47,male,White nonhisp,"Married, spouse present",NIU,16.0,174,910,52,60,30000.0
1999,Michigan,Midwest,56,male,White nonhisp,"Married, spouse present",NIU,10.0,229,331,52,60,92000.0
1999,Iowa,Midwest,45,male,Hispanic,"Married, spouse present",Member of labor union,1.0,686,100,51,40,20298.0
1999,New Mexico,West,64,male,Hispanic,Divorced,NIU,15.0,174,871,52,40,23877.0
1999,New York,Northeast,61,male,White nonhisp,"Married, spouse present",NIU,15.0,357,842,40,21,3800.0
1999,Florida,South,27,male,White nonhisp,Never mar,NIU,16.0,23,700,52,40,25000.0
1999,New Jersey,Northeast,35,male,White nonhisp,"Married, spouse present",NIU,15.0,64,510,52,40,131000.0
1999,California,West,39,male,White nonhisp,Divorced,NIU,10.0,518,342,52,40,110000.0
1999,Virginia,South,37,male,White nonhisp,"Married, spouse present",NIU,14.0,55,641,52,40,83000.0
1999,Iowa,Midwest,38,male,White nonhisp,"Married, spouse present",NIU,10.0,567,60,42,50,21159.0
1999,New York,Northeast,32,male,White nonhisp,"Married, spouse present",No union coverage,15.0,435,641,52,60,25000.0
1999,Indiana,Midwest,62,male,White nonhisp,"Married, spouse present",NIU,11.0,267,633,52,40,34000.0
1999,Indiana,Midwest,25,male,White nonhisp,"Married, spouse present",NIU,10.0,13,711,52,50,30000.0
1999,North Carolina,South,32,male,White nonhisp,"Married, spouse present",NIU,16.0,156,842,52,40,30000.0
1999,Wisconsin,Midwest,52,male,White nonhisp,Divorced,NIU,11.0,17,762,52,40,30000.0
1999,Wisconsin,Midwest,27,male,Hispanic,"Married, spouse present",NIU,10.0,436,641,52,40,10998.0
1999,Delaware,South,32,male,White nonhisp,"Married, spouse present",NIU,11.0,55,732,52,40,50000.0
1999,Minnesota,Midwest,55,male,White nonhisp,Divorced,NIU,18.0,14,842,52,55,68000.0
1999,Colorado,West,50,male,White nonhisp,Separated,NIU,13.0,64,441,52,40,52000.0
1999,Arizona,West,48,male,White nonhisp,"Married, spouse present",NIU,14.0,243,612,52,50,30000.0
1999,Texas,South,28,male,Hispanic,"Married, spouse absent",NIU,5.0,436,641,52,40,8000.0
1999,South Carolina,South,44,male,Black nonhisp,"Married, spouse present",NIU,10.0,637,280,52,40,100000.0
1999,Texas,South,36,male,Black nonhisp,"Married, spouse present",NIU,11.0,878,171,52,40,20000.0
1999,Utah,West,37,male,White nonhisp,Divorced,No union coverage,10.0,889,581,24,20,3600.0
1999,Illinois,Midwest,46,male,Black nonhisp,"Married, spouse present",NIU,11.0,877,601,52,40,17000.0
1999,South Carolina,South,27,male,White nonhisp,Never mar,No union coverage,10.0,364,141,52,40,15000.0
1999,Iowa,Midwest,41,male,White nonhisp,"Married, spouse present",NIU,10.0,577,60,52,48,22280.0
1999,Texas,South,36,male,Hispanic,"Married, spouse present",NIU,9.0,558,60,52,50,25000.0
1999,Indiana,Midwest,32,male,White nonhisp,"Married, spouse present",NIU,15.0,274,682,52,40,90000.0
1999,Washington,West,30,male,White nonhisp,"Married, spouse present",NIU,10.0,259,530,52,50,32500.0
1999,Washington,West,54,male,Other nonhisp,"Married, spouse present",NIU,11.0,507,230,52,40,21000.0
1999,California,West,48,male,Hispanic,"Married, spouse present",NIU,16.0,479,10,40,40,12000.0
1999,California,West,32,male,Hispanic,"Married, spouse present",NIU,9.0,479,10,52,45,16000.0
1999,California,West,29,male,Hispanic,Never mar,NIU,10.0,856,411,52,40,8500.0
1999,Wyoming,West,55,male,White nonhisp,"Married, spouse present",NIU,16.0,177,880,52,40,306731.0
1999,Hawaii,West,51,male,Other nonhisp,"Married, spouse present",Member of labor union,15.0,22,931,52,75,60792.0
1999,Michigan,Midwest,36,male,White nonhisp,Divorced,NIU,13.0,213,842,52,60,30000.0
1999,Colorado,West,30,male,White nonhisp,"Married, spouse present",NIU,15.0,229,711,52,38,54500.0
1999,Texas,South,54,male,White nonhisp,"Married, spouse present",NIU,10.0,36,932,52,40,28000.0
1999,California,West,32,male,White nonhisp,"Married, spouse present",NIU,10.0,22,732,52,45,58000.0
1999,Nebraska,Midwest,36,male,White nonhisp,Never mar,NIU,15.0,22,891,52,45,86000.0
1999,Texas,South,37,male,Hispanic,"Married, spouse present",NIU,10.0,503,211,52,45,39000.0
1999,Wyoming,West,32,male,White nonhisp,Never mar,NIU,11.0,785,231,52,40,22000.0
1999,District of Columbia,South,40,male,Black nonhisp,"Married, spouse present",No union coverage,11.0,809,401,52,40,9000.0
1999,California,West,28,male,Hispanic,"Married, spouse present",NIU,11.0,796,342,52,40,35000.0
1999,New Mexico,West,52,male,Hispanic,"Married, spouse present",NIU,11.0,803,931,52,40,79000.0
1999,Nevada,West,29,male,Black nonhisp,"Married, spouse present",NIU,9.0,883,741,5,4,3400.0
1999,Tennessee,South,50,male,White nonhisp,"Married, spouse present",NIU,13.0,22,580,52,50,119230.0
1999,Massachusetts,Northeast,40,male,White nonhisp,"Married, spouse present",NIU,13.0,549,372,52,40,45000.0
1999,Delaware,South,45,male,White nonhisp,"Married, spouse present",NIU,11.0,804,410,20,40,23000.0
1999,New Jersey,Northeast,47,male,White nonhisp,Divorced,NIU,18.0,15,831,52,80,306731.0
1999,New York,Northeast,37,male,Other nonhisp,"Married, spouse present",NIU,15.0,5,932,52,40,60000.0
1999,Georgia,South,54,male,Black nonhisp,"Married, spouse present",Member of labor union,10.0,777,342,52,45,30000.0
1999,Florida,South,31,male,White nonhisp,Separated,NIU,10.0,485,781,52,49,30000.0
1999,Oregon,West,34,male,White nonhisp,Divorced,NIU,10.0,496,230,52,33,26000.0
1999,North Carolina,South,41,male,White nonhisp,Never mar,NIU,11.0,259,510,52,60,40000.0
1999,Delaware,South,38,male,Black nonhisp,"Married, spouse present",NIU,13.0,229,633,52,40,42000.0
1999,Texas,South,38,male,Hispanic,Never mar,NIU,11.0,389,342,52,40,24000.0
1999,California,West,42,male,White nonhisp,"Married, spouse present",NIU,11.0,575,60,48,40,67000.0
1999,Louisiana,South,35,male,White nonhisp,"Married, spouse present",NIU,10.0,22,751,52,40,24000.0
1999,Illinois,Midwest,34,male,White nonhisp,"Married, spouse present",No union coverage,15.0,22,182,52,40,51458.0
1999,South Dakota,Midwest,45,male,White nonhisp,Divorced,NIU,10.0,479,11,52,50,12000.0
1999,New Jersey,Northeast,34,male,Black nonhisp,"Married, spouse present",NIU,10.0,567,60,52,40,38000.0
1999,North Carolina,South,38,male,Black nonhisp,"Married, spouse present",No union coverage,11.0,518,142,52,40,40000.0
1999,Washington,West,44,male,Hispanic,"Married, spouse present",NIU,10.0,475,10,52,45,26000.0
1999,Kansas,Midwest,32,male,White nonhisp,Divorced,No union coverage,11.0,364,331,52,40,19000.0
1999,Ohio,Midwest,25,male,White nonhisp,Never mar,NIU,15.0,56,250,52,40,30000.0
1999,Alabama,South,29,male,White nonhisp,"Married, spouse present",NIU,11.0,577,60,52,45,21000.0
1999,New Jersey,Northeast,44,male,White nonhisp,"Married, spouse present",NIU,15.0,44,910,52,50,60000.0
1999,Illinois,Midwest,41,male,White nonhisp,"Married, spouse present",NIU,15.0,23,120,52,60,40000.0
1999,New Mexico,West,46,male,Hispanic,"Married, spouse present",NIU,5.0,479,10,36,35,8000.0
1999,California,West,37,male,White nonhisp,Never mar,NIU,8.0,589,231,52,40,13000.0
1999,New Jersey,Northeast,37,male,White nonhisp,"Married, spouse present",NIU,15.0,22,60,52,45,50000.0
1999,Missouri,Midwest,27,male,White nonhisp,"Married, spouse present",NIU,10.0,785,351,52,50,53000.0
1999,Louisiana,South,51,male,White nonhisp,"Married, spouse present",NIU,17.0,157,842,52,40,38000.0
1999,Maryland,South,50,male,White nonhisp,"Married, spouse present",NIU,10.0,435,762,44,40,41000.0
1999,Alaska,West,52,male,White nonhisp,"Married, spouse present",NIU,11.0,43,931,52,40,53000.0
1999,Wisconsin,Midwest,45,male,White nonhisp,"Married, spouse present",NIU,16.0,157,842,52,45,53000.0
1999,Texas,South,38,male,Hispanic,"Married, spouse present",NIU,14.0,303,922,52,40,29000.0
1999,Rhode Island,Northeast,59,male,White nonhisp,"Married, spouse present",NIU,10.0,215,331,52,40,31000.0
1999,Arizona,West,34,male,Hispanic,"Married, spouse present",NIU,9.0,486,20,52,40,14560.0
1999,South Carolina,South,35,male,White nonhisp,Divorced,NIU,13.0,98,831,52,36,29000.0
1999,Pennsylvania,Northeast,47,male,White nonhisp,Never mar,NIU,11.0,447,832,52,40,13000.0
1999,Wyoming,West,59,male,White nonhisp,Divorced,NIU,10.0,577,450,52,45,42000.0
1999,Virginia,South,36,male,White nonhisp,"Married, spouse present",NIU,15.0,268,580,52,40,30000.0
1999,Washington,West,35,male,White nonhisp,Divorced,No union coverage,15.0,15,832,52,40,63000.0
1999,Pennsylvania,Northeast,26,male,White nonhisp,Never mar,NIU,15.0,48,882,52,40,36000.0
1999,Virginia,South,32,male,White nonhisp,Never mar,NIU,11.0,824,400,52,55,80000.0
1999,Louisiana,South,41,male,White nonhisp,"Married, spouse present",NIU,16.0,14,842,52,55,55000.0
1999,Wisconsin,Midwest,36,male,White nonhisp,"Married, spouse present",NIU,10.0,804,580,52,43,26000.0
1999,Florida,South,32,male,White nonhisp,"Married, spouse present",NIU,10.0,804,742,52,55,36200.0
1999,California,West,51,male,Other nonhisp,"Married, spouse present",NIU,10.0,354,412,52,40,64000.0
1999,Maine,Northeast,40,male,White nonhisp,"Married, spouse present",No union coverage,10.0,17,641,52,40,30000.0
1999,Florida,South,30,male,White nonhisp,Never mar,NIU,10.0,585,60,52,45,25000.0
1999,New York,Northeast,46,male,White nonhisp,"Married, spouse present",NIU,15.0,22,102,52,40,57500.0
1999,Virginia,South,42,male,White nonhisp,Never mar,No union coverage,10.0,458,772,51,32,9000.0
1999,District of Columbia,South,40,male,Black nonhisp,Divorced,No union coverage,11.0,426,712,52,50,25000.0
1999,Illinois,Midwest,25,male,White nonhisp,Never mar,NIU,14.0,22,882,52,45,48000.0
1999,District of Columbia,South,28,male,Black nonhisp,Never mar,NIU,11.0,808,401,52,52,30000.0
1999,Ohio,Midwest,49,male,White nonhisp,"Married, spouse present",NIU,11.0,22,450,52,45,67536.0
1999,Texas,South,60,male,White nonhisp,"Married, spouse present",NIU,15.0,22,702,52,50,75000.0
1999,Illinois,Midwest,46,male,White nonhisp,"Married, spouse present",NIU,15.0,73,891,40,42,32305.0
1999,Texas,South,28,male,White nonhisp,"Married, spouse present",No union coverage,16.0,159,342,52,40,40000.0
1999,Virginia,South,38,male,White nonhisp,Never mar,NIU,10.0,69,450,52,40,45000.0
1999,California,West,26,male,Hispanic,Never mar,NIU,10.0,436,641,52,40,18000.0
1999,New Hampshire,Northeast,51,male,White nonhisp,Widowed,NIU,10.0,243,612,52,50,70000.0
1999,Texas,South,54,male,White nonhisp,"Married, spouse present",NIU,16.0,243,622,52,55,75000.0
1999,New Jersey,Northeast,33,male,White nonhisp,"Married, spouse present",No union coverage,10.0,856,340,52,40,32000.0
1999,New York,Northeast,53,male,White nonhisp,"Married, spouse present",Member of labor union,16.0,156,842,16,35,64000.0
1999,Indiana,Midwest,49,male,White nonhisp,"Married, spouse absent",NIU,14.0,227,931,52,50,68000.0
1999,New York,Northeast,42,male,Other nonhisp,"Married, spouse present",NIU,16.0,73,891,52,40,119925.0
1999,Michigan,Midwest,45,male,White nonhisp,"Married, spouse present",NIU,10.0,567,60,52,40,29700.0
1999,Georgia,South,25,male,Black nonhisp,Never mar,NIU,15.0,274,591,52,40,40000.0
1999,Rhode Island,Northeast,27,male,White nonhisp,"Married, spouse present",NIU,10.0,243,601,52,48,50000.0
1999,New York,Northeast,40,male,White nonhisp,"Married, spouse present",NIU,15.0,889,541,52,48,70000.0
1999,Mississippi,South,34,male,Black nonhisp,"Married, spouse present",NIU,10.0,426,831,52,65,45000.0
1999,Ohio,Midwest,43,male,Black nonhisp,"Married, spouse present",NIU,11.0,544,172,52,44,36500.0
1999,Florida,South,33,male,White nonhisp,"Married, spouse present",NIU,14.0,259,541,52,40,60000.0
1999,Arizona,West,51,male,White nonhisp,Separated,No union coverage,18.0,169,850,52,55,51000.0
1999,Vermont,Northeast,27,male,White nonhisp,"Married, spouse present",NIU,13.0,505,751,52,40,20000.0
1999,Rhode Island,Northeast,31,male,White nonhisp,"Married, spouse present",NIU,17.0,178,841,16,45,33000.0
1999,Washington,West,60,male,White nonhisp,"Married, spouse present",NIU,11.0,33,352,52,40,42000.0
1999,Nevada,West,36,male,White nonhisp,"Married, spouse present",NIU,17.0,178,421,52,60,75000.0
1999,New York,Northeast,54,male,White nonhisp,"Married, spouse present",NIU,15.0,184,893,42,40,32400.0
1999,New Mexico,West,38,male,Hispanic,"Married, spouse present",NIU,10.0,257,441,49,45,78600.0
1999,Texas,South,30,male,Hispanic,Never mar,NIU,11.0,25,700,52,45,37000.0
1999,Utah,West,25,male,White nonhisp,"Married, spouse present",NIU,8.0,573,60,52,40,34000.0
1999,California,West,32,male,Hispanic,"Married, spouse present",NIU,11.0,229,342,52,40,50000.0
1999,Utah,West,32,male,Other nonhisp,"Married, spouse present",NIU,10.0,436,641,52,40,12700.0
1999,Mississippi,South,28,male,White nonhisp,"Married, spouse present",No union coverage,14.0,243,620,52,45,30000.0
1999,Maryland,South,53,male,Black nonhisp,"Married, spouse present",Member of labor union,10.0,597,270,52,40,42000.0
1999,Delaware,South,44,male,White nonhisp,"Married, spouse present",NIU,10.0,637,372,52,40,44000.0
1999,New York,Northeast,51,male,White nonhisp,"Married, spouse present",NIU,16.0,156,842,40,37,67000.0
1999,California,West,50,male,White nonhisp,Never mar,NIU,15.0,15,831,52,50,48000.0
1999,New York,Northeast,31,male,White nonhisp,"Married, spouse present",No union coverage,15.0,505,751,52,40,20000.0
1999,Montana,West,40,male,White nonhisp,"Married, spouse present",NIU,11.0,613,40,52,40,21232.0
1999,Texas,South,33,male,Hispanic,"Married, spouse present",No union coverage,8.0,759,331,52,40,23000.0
1999,Illinois,Midwest,34,male,White nonhisp,"Married, spouse present",NIU,14.0,55,342,52,40,53000.0
1999,South Carolina,South,55,male,Black nonhisp,Separated,No union coverage,8.0,453,922,52,40,22000.0
1999,Michigan,Midwest,51,male,White nonhisp,"Married, spouse present",NIU,15.0,22,351,52,50,73000.0
1999,Massachusetts,Northeast,29,male,White nonhisp,Divorced,NIU,10.0,889,212,52,38,30000.0
1999,Virginia,South,49,male,White nonhisp,"Married, spouse present",No union coverage,10.0,14,842,52,40,48000.0
1999,Massachusetts,Northeast,41,male,White nonhisp,"Married, spouse present",Member of labor union,11.0,804,410,52,50,49676.0
1999,Kentucky,South,39,male,White nonhisp,"Married, spouse present",NIU,5.0,585,60,52,40,11000.0
1999,Maryland,South,40,male,White nonhisp,"Married, spouse present",NIU,10.0,22,60,52,65,120000.0
1999,New Jersey,Northeast,48,male,White nonhisp,"Married, spouse present",NIU,18.0,78,850,52,42,55000.0
1999,Virginia,South,28,male,White nonhisp,Never mar,NIU,10.0,365,892,52,40,46000.0
1999,New Jersey,Northeast,38,male,White nonhisp,"Married, spouse present",NIU,15.0,255,710,52,45,100000.0
1999,Arkansas,South,27,male,Black nonhisp,"Married, spouse present",NIU,10.0,889,162,52,40,25000.0
1999,Montana,West,49,male,White nonhisp,Never mar,NIU,10.0,453,842,52,40,14000.0
1999,New York,Northeast,28,male,Hispanic,Never mar,NIU,7.0,547,712,52,40,20000.0
1999,Florida,South,32,male,White nonhisp,"Married, spouse present",NIU,10.0,486,712,52,43,23000.0
1999,New Mexico,West,41,male,White nonhisp,Divorced,NIU,11.0,806,671,52,60,42000.0
1999,Montana,West,44,male,White nonhisp,"Married, spouse present",NIU,11.0,335,922,26,65,8300.0
1999,Utah,West,43,male,White nonhisp,"Married, spouse present",NIU,10.0,363,41,52,45,41600.0
1999,Texas,South,42,male,White nonhisp,Widowed,NIU,8.0,783,270,52,40,16000.0
1999,Washington,West,33,male,White nonhisp,"Married, spouse present",NIU,16.0,157,842,52,48,39200.0
1999,Utah,West,48,male,White nonhisp,"Married, spouse present",No union coverage,13.0,23,831,52,65,43000.0
1999,Washington,West,26,male,Hispanic,Never mar,NIU,15.0,257,172,6,41,3200.0
1999,Connecticut,Northeast,48,male,White nonhisp,"Married, spouse present",NIU,5.0,563,60,42,40,35000.0
1999,Illinois,Midwest,56,male,White nonhisp,Divorced,NIU,10.0,21,802,52,32,18500.0
1999,Maine,Northeast,37,male,White nonhisp,"Married, spouse present",NIU,15.0,55,160,52,48,65000.0
1999,Texas,South,32,male,Black nonhisp,"Married, spouse present",NIU,16.0,64,441,42,40,65000.0
1999,New Jersey,Northeast,44,male,White nonhisp,"Married, spouse present",NIU,15.0,189,741,52,60,150000.0
1999,Nevada,West,32,male,Hispanic,"Married, spouse present",NIU,8.0,436,762,52,50,37000.0
1999,Michigan,Midwest,55,male,Other nonhisp,"Married, spouse present",NIU,10.0,744,631,52,40,23000.0
1999,Iowa,Midwest,60,male,White nonhisp,"Married, spouse present",NIU,11.0,418,910,52,44,31000.0
1999,New York,Northeast,51,male,White nonhisp,"Married, spouse present",No union coverage,11.0,45,272,52,40,55000.0
1999,Oregon,West,44,male,White nonhisp,"Married, spouse present",NIU,13.0,424,910,52,40,38386.0
1999,West Virginia,South,30,male,White nonhisp,"Married, spouse present",NIU,10.0,518,280,50,48,31000.0
1999,Utah,West,42,male,White nonhisp,"Married, spouse present",Member of labor union,16.0,157,842,51,40,50000.0
1999,Colorado,West,26,male,White nonhisp,Never mar,NIU,11.0,228,440,42,20,7000.0
1999,California,West,36,male,Other nonhisp,"Married, spouse present",NIU,13.0,508,362,43,50,42000.0
1999,North Carolina,South,28,male,Black nonhisp,Never mar,NIU,7.0,436,641,40,40,8000.0
1999,Texas,South,33,male,Hispanic,"Married, spouse present",NIU,5.0,679,172,52,40,38000.0
1999,Ohio,Midwest,47,male,White nonhisp,"Married, spouse present",NIU,10.0,424,910,52,40,40000.0
1999,Georgia,South,46,male,Black nonhisp,"Married, spouse present",NIU,10.0,844,60,52,40,25000.0
1999,Idaho,West,33,male,Hispanic,Divorced,NIU,11.0,418,910,52,42,26000.0
1999,Alabama,South,29,male,Black nonhisp,"Married, spouse present",NIU,10.0,653,331,48,60,25000.0
1999,North Carolina,South,55,male,White nonhisp,"Married, spouse present",NIU,11.0,308,181,52,40,65000.0
1999,Louisiana,South,44,male,White nonhisp,"Married, spouse present",NIU,9.0,628,370,52,45,35643.0
1999,Pennsylvania,Northeast,27,male,White nonhisp,Never mar,Member of labor union,10.0,563,60,48,45,23000.0
1999,Arizona,West,43,male,White nonhisp,"Married, spouse present",NIU,16.0,9,40,52,40,90000.0
1999,Florida,South,27,male,White nonhisp,Never mar,NIU,10.0,65,341,52,36,32000.0
1999,Arizona,West,43,male,White nonhisp,"Married, spouse present",NIU,15.0,549,842,52,40,42000.0
1999,Illinois,Midwest,59,male,White nonhisp,"Married, spouse present",NIU,5.0,777,271,52,40,39000.0
1999,New Jersey,Northeast,31,male,Hispanic,Never mar,No union coverage,5.0,444,641,52,60,14560.0
1999,Wyoming,West,28,male,White nonhisp,"Married, spouse present",No union coverage,10.0,614,42,52,84,52000.0
1999,Iowa,Midwest,28,male,White nonhisp,Divorced,No union coverage,11.0,364,550,40,42,84817.0
1999,South Carolina,South,39,male,White nonhisp,"Married, spouse present",NIU,10.0,738,142,50,36,17000.0
1999,Kentucky,South,59,male,White nonhisp,"Married, spouse present",NIU,15.0,889,600,52,40,24000.0
1999,New Mexico,West,37,male,Hispanic,Never mar,NIU,10.0,243,601,52,45,32760.0
1999,Georgia,South,33,male,Black nonhisp,"Married, spouse present",NIU,9.0,176,870,52,40,17000.0
1999,Alaska,West,40,male,White nonhisp,"Married, spouse present",NIU,10.0,726,241,52,40,19900.0
1999,Rhode Island,Northeast,29,male,White nonhisp,Separated,NIU,11.0,243,601,52,55,31000.0
1999,California,West,42,male,White nonhisp,"Married, spouse present",No union coverage,11.0,759,362,52,40,55000.0
1999,California,West,31,male,White nonhisp,"Married, spouse present",NIU,15.0,435,641,40,40,35000.0
1999,West Virginia,South,40,male,White nonhisp,"Married, spouse present",NIU,10.0,259,530,52,50,44000.0
1999,Arizona,West,50,male,White nonhisp,"Married, spouse present",NIU,11.0,355,412,52,45,34954.0
1999,New Jersey,Northeast,30,male,White nonhisp,"Married, spouse present",NIU,5.0,364,272,26,40,21000.0
1999,Missouri,Midwest,39,male,White nonhisp,Widowed,No union coverage,10.0,534,60,52,40,25000.0
1999,Oklahoma,South,50,male,White nonhisp,Divorced,NIU,10.0,508,421,52,50,32500.0
1999,New Hampshire,Northeast,44,male,White nonhisp,"Married, spouse present",Member of labor union,13.0,575,160,52,40,39227.0
1999,California,West,38,male,White nonhisp,"Married, spouse present",NIU,10.0,356,800,52,70,99925.0
1999,Alabama,South,37,male,White nonhisp,"Married, spouse present",NIU,15.0,22,351,52,60,105000.0
1999,North Carolina,South,37,male,White nonhisp,"Married, spouse present",NIU,13.0,637,172,52,47,46000.0
1999,Illinois,Midwest,50,male,Hispanic,Divorced,NIU,11.0,766,60,39,40,42000.0
1999,California,West,56,male,White nonhisp,"Married, spouse present",NIU,14.0,18,712,52,40,65000.0
1999,Florida,South,51,male,White nonhisp,Never mar,Member of labor union,11.0,216,712,52,40,19000.0
1999,Michigan,Midwest,35,male,White nonhisp,Never mar,No union coverage,10.0,769,242,52,45,25000.0
1999,Alaska,West,37,male,Other nonhisp,"Married, spouse absent",NIU,10.0,453,712,52,40,19000.0
1999,New York,Northeast,60,male,Other nonhisp,"Married, spouse present",NIU,10.0,436,641,52,40,8000.0
